submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-23,MN,1580508,0,13242,0,19021,5563378,0.0,0.003418965959170849
2022-07-23,MO,1551859,0,20900,0,29289,6104910,0.0,0.004797613724035244
2022-07-23,MS,866040,0,12603,0,20835,2984418,0.0,0.00698126066790912
2022-07-23,MT,294340,0,3467,0,4995,1050649,0.0,0.0047542043061003245
2022-07-23,NC,2952301,0,25439,0,39254,10264876,0.0,0.003824108542567879
2022-07-23,ND,255476,0,2304,0,3600,756717,0.0,0.004757392790171226
2022-07-23,NE,511738,0,4363,0,7629,1914571,0.0,0.003984704667520818
2022-07-23,NH,336445,0,2618,0,2656,1348124,0.0,0.0019701451795235453
2022-07-23,NJ,2569202,4026,34217,11,51368,8878503,0.0004534548222825402,0.005785660037508576
2022-07-23,NM,584404,0,8191,0,13538,2092454,0.0,0.006469915228721874
2022-07-23,NV,798140,0,11205,0,14160,2972382,0.0,0.004763856058878031
2022-07-23,NY,5759083,3159,69409,0,105852,19572319,0.00016140141594871819,0.0054082502947146935
2022-07-23,OH,2918366,0,38981,0,51075,11655397,0.0,0.004382090116707307
2022-07-23,OK,1112711,0,14555,0,27797,3932870,0.0,0.007067866469016266
2022-07-23,OR,842352,0,8022,0,19103,4129803,0.0,0.004625644370930042
2022-07-23,PA,3065454,0,46087,0,40419,12791530,0.0,0.003159825290641542
2022-07-23,PR,833375,2991,4723,5,34819,3318447,0.0009013252283372312,0.01049255871797862
2022-07-23,RI,388588,0,3626,0,3412,1057231,0.0,0.0032272984806537078
2022-07-23,SC,1600941,2702,18146,2,31433,5020806,0.0005381606060859552,0.0062605486051442736
2022-07-23,SD,248788,0,2947,0,3083,870638,0.0,0.0035410813679164015
2022-07-23,TN,2186486,3437,26947,2,40466,6709356,0.0005122697319981232,0.006031279306091374
2022-07-23,TX,7364111,12698,87544,36,171195,28260856,0.0004493140618245958,0.006057672138451857
2022-07-23,UT,1004426,0,4884,0,14659,3096848,0.0,0.004733522601044675
2022-07-23,VA,1936573,0,20870,0,45600,8454463,0.0,0.005393600989205346
2022-07-23,VT,127639,0,659,0,948,624313,0.0,0.0015184691012360787
2022-07-23,WA,1719776,0,13531,0,33217,7404107,0.0,0.004486293890674459
2022-07-23,WI,1763632,0,14880,0,25413,5790716,0.0,0.004388576473099354
2022-07-23,WV,548777,0,7121,0,11334,1817305,0.0,0.006236707652265305
2022-07-23,WY,168678,0,1850,0,3059,581024,0.0,0.005264842760367902
2022-07-22,AK,269068,0,1275,0,4831,737068,0.0,0.006554347767098829
2022-07-22,AL,1410503,2500,19888,0,34010,4876250,0.0005126890540886952,0.00697462189182261
2022-07-22,AR,894005,1536,11666,6,18805,2999370,0.0005121075425839427,0.006269649959824896
2022-07-22,AZ,2179180,0,30698,0,33415,7050299,0.0,0.004739515302826164
2022-07-22,CA,10564928,69773,92469,177,298702,39283497,0.0017761402453554478,0.007603752792171226
2022-07-22,CO,1585932,2090,12938,1,24876,5610349,0.00037252584464888015,0.004433948761476336
2022-07-22,CT,847255,1229,11093,0,10789,3575074,0.00034376910799608626,0.003017839630732119
2022-07-22,DC,161415,246,1363,0,2867,692683,0.0003551408075555485,0.004138978436023405
2022-07-22,DE,291619,407,3021,9,4541,957248,0.00042517717456709233,0.004743807247442669
2022-07-22,FL,6727372,11207,77283,0,153517,20901636,0.0005361781250041863,0.0073447360771185565
2022-07-22,GA,2721391,0,38933,0,53834,10403847,0.0,0.005174432111506445
2022-07-22,HI,313805,0,1536,0,8457,1422094,0.0,0.005946864271982021
2022-07-22,IA,813148,1921,9759,0,10693,3139508,0.000611879313573974,0.003405947683522386
2022-07-22,ID,475344,1194,5017,7,7574,1717750,0.0006950953281909475,0.004409256294571387
2022-07-22,IL,3528282,5276,38812,13,65334,12770631,0.0004131354198551348,0.0051159570736951055
2022-07-22,IN,1813158,5716,24061,31,26099,6665703,0.0008575239550877079,0.003915415973378952
2022-07-22,KS,827301,0,8966,0,14972,2910652,0.0,0.005143864673619519
2022-07-22,KY,1447617,3174,16339,9,28719,4449052,0.0007134104074306166,0.006455083015437895
2022-07-22,LA,1274031,2136,17516,12,28943,4664362,0.0004579404428730017,0.006205135879247794
2022-07-22,MA,1955844,0,21127,0,19397,6850553,0.0,0.002831450249344834
2022-07-22,MD,1169781,1859,14919,7,22419,6018848,0.0003088630914088543,0.0037247991642254466
2022-07-22,ME,274514,187,2465,1,2916,1335492,0.000140023302273619,0.002183464970213225
2022-07-22,MI,2652659,0,37291,0,33126,9965265,0.0,0.0033241464225988973
2022-07-22,MN,1580508,0,13242,0,19021,5563378,0.0,0.003418965959170849
2022-07-22,MO,1551859,14201,20900,62,29289,6104910,0.0023261604184173067,0.004797613724035244
2022-07-22,MS,866040,1511,12603,14,20835,2984418,0.0005062963700125117,0.00698126066790912
2022-07-22,MT,294340,2314,3467,12,4995,1050649,0.0022024482010642946,0.0047542043061003245
